title,address,city,state,zipcode,phone,type
SPECS #107,6816 SLIDE ROAD,LUBBOCK,TX,79400,676141806,Package
KROGER #398,2750 LEAGUE CITY PARKWAY,LEAGUE CITY,TX,77573,2815212560,Package
H.E.B. #092,6106 N. NAVARRO,VICTORIA,TX,77904,3615789891,Package
SPEC'S #139,24417 KATY FREEWAY,KATY,TX,77494,2813945780,Package
COST PLUS WORLD MKT #229,5319 FM 1960 W,HOUSTON,TX,77069,2818809777,Package
GUMBO BAR,2105 POSTOFFICE,GALVESTON,TX,77550,7135182009,Package
LITTLE DADDY'S GUMBO BAR,1516 FM 646W,LEAGUE CITY,TX,77573,4097448626,Package
KROGER #321,3100 HWY 35 SOUTH,ALVIN,TX,77511,2813883400,Package
SPECS #150,9500 N CENTRAL EXPWY #200,DALLAS,TX,75231,0,Package
HARLEY' CUT RATE LIQUOR,1302 LOOP 281 WEST,LONGVIEW,TX,756040000,765684214,Package
SPECS #061,4970 WEST HWY 290,AUSTIN,TX,787350000,366826512,Package
WISMER DISTRIBUTORS INC.,600 S. MAIN,BAYTOWN,TX,77520,7138694361,Package
TOTAL WINE SPIRITS BEER & MORE,9350 N CENTRAL EXWY,DALLAS,TX,75231,542702812,Package
SIGELS LIQUOR #4,3209 N FITZHUGH AVE,DALLAS,TX,752040000,350127214,Package
SWAMP'S,26440 FM 1093 SUITE 490,KATY,TX,77406,2812390833,Package
BELDEN'S,99 BRAESWOOD SQUARE,HOUSTON,TX,77096,7137235670,Package
S & K BEVERAGES,101 W SPRING CREEK PKWY,PLANO,TX,750230000,932101972,Package
DOC'S #185,7020 QUAKER AVENUE,LUBBOCK,TX,79423,796735806,Package
ACES HIGH PACKAGE STORE,319 S MAIN ST,WINONA,TX,75792,0,Package
ROBBIN EXPRESS,29601 ROBINSON RD STE A,CONROE,TX,77385,8325452578,Package
H.E.B. PANTRY #558,701 W PARKWOOD,FRIENDSWOOD,TX,77546,2819969967,Package
SPEC'S LIQUOR #39,4102 FM 762,RICHMOND,TX,77469,2812380776,Package
QUALITY LICENSING #1098,400 TINEY BROWNING BLVD,PORT LAVACA,TX,77979,3615536421,Package
ZACHARY'S CAJUN CAFE,716 KINGWOOD DR,KINGWOOD,TX,77339,12813592256,Package
CRAW DADDYS #2,414 STARR ST,CORPUS CHRISTI,TX,78401,883543361,Package
WORLD OF BEER,5005 S COOPER ST #183,ARLINGTON,TX,76017,765438817,Package
SPEC'S LIQUOR #5,8102 WESTHEIMER,HOUSTON,TX,77063,7136753425,Package
SPECS #060,5775 AIRPORT BLVD,AUSTIN,TX,787520000,366830512,Package
H.E.B. #23/618,5910 BABCOCK RD,SAN ANTONIO,TX,78240,2106416403,Package
GOODY GOODY #26,4701 COLLEYVILLE BLVD,COLLEYVILLE,TX,76034,644294972,Package
WORLD MARKET #218,7616 DENTON HIGHWAY,WATAUGA,TX,761480000,0,Package
HEB #491 CENTRAL MARKET,3815 WESTHEIMER,HOUSTON,TX,77027,7133861700,Package
SPEC'S LIQUOR #22,7034 FM 1960 RD E,HUMBLE,TX,77346,7138694361,Package
KALLIOPE'S PO BOY,2130 JEFFERSON,HOUSTON,TX,77003,7132228333,Package
SPEC'S LIQUOR #8,1640 S MASON RD,KATY,TX,77450,2813956262,Package
SPECS #062,10515 N MOPAC EXPWY,AUSTIN,TX,787350000,342689512,Package
PRIMOS CRAFT BEER,3233 N MESA SUITE 101,EL PASO,TX,79902,0,Package
HEB FOOD STORE #583,9100 WOODWAY DR,WOODWAY,TX,767120000,0,Package
KROGER #373,2301 RAYFORD ROAD,SPRING,TX,77386,8328130300,Package
WORLD MARKET #102,5500 GREENVILLE AVE,DALLAS,TX,752060000,0,Package
COST PLUS WORLD MKT #258,1001 W. BAY AREA,WEBSTER,TX,77598,2813161069,Package
FLYING SAUCER- GARLAND,4821 BASS PRO DRIVE,GARLAND,TX,75043,226072972,Package
GABRIEL'S LIQUOR & WINE,1309 LOOP 1604 NORTHWEST,SAN ANTONIO,TX,78258,2104928585,Package
WORLD OF BEER,23501 CINCO RANCH BLVD #B,KATY,TX,77494,3172130916,Package
HEB FOOD STORE #069,5313 SARATOGA,CORPUS CHRISTI,TX,78414,980099361,Package
SPEC'S LIQUOR #56,22508 HWY 249,HOUSTON,TX,77070,2813797383,Package
H.E.B. #32/623,9238 W LOOP 1604 NORTH,SAN ANTONIO,TX,78254,2109388357,Package
SPEC'S LIQUOR #55,14315 CYPRESS ROSEHILL RD,CYPRESS,TX,77429,2813732999,Package
SPEC'S LIQUOR #06,1023 BAY AREA BLVD,HOUSTON,TX,77058,2814869558,Package
WESTERN BEVERAGES LIQUOR,2809 E MAIN ST. STE 100,UVALDE,TX,78801,2102253044,Package
L&F DISTRIBUTORS,601 19TH ST. NORTH,CORPUS CHRISTI,TX,78408,0,Package
GOODY GOODY LIQUOR #41,9805 FM 1960 W BYPASS,HUMBLE,TX,77338,2814460763,Package
KROGER #014,12605 IH 45 NORTH,WILLIS,TX,77318,9368908028,Package
SPEC'S LIQUOR #67,5108 N. NAVARRO,VICTORIA,TX,77904,3615765400,Package
GOODY GOODY LIQUOR #40,2680 HWY 6 SOUTH,HOUSTON,TX,77082,2147656853,Package
SPEC'S LIQUOR #19,17410 NORTHWEST FREEWAY,HOUSTON,TX,770401002,7139838827,Package
SPEC'S LIQUOR #15,25044 IH 45 NORTH,SPRING,TX,77386,2813629131,Package
WORLD MARKET #080,1317 HWY 114 WEST,GRAPEVINE,TX,760510000,0,Package
SPEC'S LIQUOR #32,243 U FM 2094,KEMAH,TX,77565,8884335727,Package
SPECS DICORTES #068,5625 SO. PADRE ISLAND DR.,CORPUS CHRISTI,TX,78412,884888361,Package
PETERS CUT RATE #6,3202 7TH STREET,BAY CITY,TX,774140000,9792443517,Package
SPEC'S LIQOUR #53,8416 KATY FREEWAY,SPRING VALLEY,TX,77024,7134638111,Package
SPEC'S LIQUOR #23,5130 RICHMOND AVENUE,HOUSTON,TX,77056,8325182850,Package
GOOD TIME STORE #70,12900 EDGEMERE BLVD,EL PASO,TX,79925,282551512,Package
BROOKSHIRE BROS #9,5249 FRANZ ROAD,KATY,TX,77493,2813917051,Package
BROOKSHIRE BROTHERS #48,18535 FM 1488,MAGNOLIA,TX,77354,2812590166,Package
EXIT 73 BAR & GRILL,24714 IH 45N SUITE 101,SPRING,TX,77386,2819950486,Package
SPEC'S LIQUOR #16,196 SOUTH GULF FREEWAY,LEAGUE CITY,TX,77573,2813162140,Package
WORLD MARKET #213,1400 LOOP 288,DENTON,TX,762050000,0,Package
SPEC'S LIQUOR #1,1420 KINGWOOD DR,KINGWOOD,TX,77339,2813597115,Package
WORLD MARKET #135,4701 WEST FREEWAY,FORT WORTH,TX,761070000,0,Package
HYDE PARK MINI'S FOOD MART,4429 DUVAL STREET,AUSTIN,TX,78751,524421512,Package
COST PLUS WORLD MKT #324,17414 LA CANTERA PARKWAY,SAN ANTONIO,TX,78257,2106416052,Package
SPEC'S LIQUOR #30,1420 LOOP 336 WEST #100,CONROE,TX,77302,9364417161,Package
GOODY GOODY #10,14851 INWOOD ROAD,ADDISON,TX,750010000,765687214,Package
QUALITY LICENSING #330,9002 N. NAVARRO,VICTORIA,TX,77904,5125730041,Package
KROGER #308,11003 SHADOW CREEK PARKWAY,PEARLAND,TX,77584,4097400000,Package
RILEY EXPRESS,1827 RILEY FUZZEL RD 'B',SPRING,TX,77386,2812885366,Package
WORLD MARKET #252,2851 CRAIG DR,MCKINNEY,TX,750700000,0,Package
MARKET BASKET #17,864 MAGNOLIA,PORT NECHES,TX,776513712,4097271429,Package
LUKE SAN ANTONIO REST.,125 E. HOUSTON,SAN ANTONIO,TX,78205,2102275853,Package
GOODY GOODY #16 LTLE ELM,103 FM 423,LITTLE ELM,TX,750680000,0,Package
COST PLUS WORLD MKT #62,5125 RICHMOND,HOUSTON,TX,77056,7139638833,Package
RILEY LIQUOR,1827 RILEY FUZZELL RD,SPRING,TX,77386,8324036852,Package
ORLEANS SEAFOOD KITCHEN,20940 KATY FRWY SUITE G,KATY,TX,77449,2816460700,Package
SPANKY'S LIQUOR #1,1302 MAGNOLIA AVENUE,PORT NECHES,TX,776510000,4097277272,Package
D & Q MINI MART,806 RICHMOND AVENUE,HOUSTON,TX,77006,7135264451,Package
B.B. ROVER'S CAFE & PUB,12636 RESEARCH BLVD. #B10,AUSTIN,TX,78759,555121999,Package
WORLD OF BEER,5600 SMU BLVD,DALLAS,TX,75206,444448214,Package
SPEC'S LIQUOR #17,27620 HWY 249 STE B3,TOMBALL,TX,77375,2813516007,Package
TOTAL WINE SPIRITS BEER & MORE,5200 SOUTH HULEN STREET,FORT WORTH,TX,76132,795100301,Package
SPEC'S LIQUOR #109,18434 HWY 105 WEST,MONTGOMERY,TX,77356,9365825406,Package
RANDALLS BEV. CO. #2961,9660 WESTHEIMER,HOUSTON,TX,77063,7137830733,Package
SIGELS LIQUOR #5,15003 INWOOD ROAD,ADDISON,TX,750013737,350127214,Package
COST PLUS WORLD MKT #341,23010 HWY 281 NORTH,SAN ANTONIO,TX,78258,2104810145,Package
SPEC'S LIQUOR #12,14625 MEMORIAL DR,HOUSTON,TX,77079,2818709778,Package
WOODS FOOD MART,735 STUDEWOOD,HOUSTON,TX,77007,7138692906,Package
BROOKSHIRE BROTHERS #73,21005 EVA STREET,MONTGOMERY,TX,77356,9365978000,Package
SPEC'S LIQUOR #2,11990 WESTHEIMER,HOUSTON,TX,77077,2814970413,Package
SPECS #063,201 UNIVERSITY OAKS BLVD.,ROUND ROCK,TX,786640000,341906512,Package
SPEC'S LIQUOR #71,3902 BISSONET,HOUSTON,TX,77005,7138694361,Package
TRUELOVE MGMT LLC,1826 LAKE SHORE DR,WACO,TX,76708,577547512,Package
DIXIE DNCE/TEQUILA ROK/VAIN,234-36 CROCKET ST. INCL.260,BEAUMONT,TX,77701,4098337999,Package
GOODY GOODY #11,5285 HWY 121,THE COLONY,TX,750560000,765687214,Package
WORLD MARKET #184,3888 OAK LAWN AVE,DALLAS,TX,752190000,0,Package
KROGER #108,3541 PALMER HWY,TEXAS CITY,TX,775900000,4099483471,Package
SOLLEY'S NO. 3,15626 HWY 96 NORTH,BROOKELAND,TX,75931,4096982772,Package
H & H BEVERAGES,3394 REBECCA LN,ABILENE,TX,796060000,695708325,Package
LIQUOR MART,1501 NORTH ST,NACOGDOCHES,TX,75965,569193936,Package
H.E.B. 19/294,6580 FM RD 78,SAN ANTONIO,TX,78244,2106662022,Package
HILLS & DALES INC.,15403 WHITE FAWN,SAN ANTONIO,TX,78255,2106952307,Package
AB BEER & WINE,2305 HWY 276,ROCKWALL,TX,75032,722490972,Package
PETER'S CUTRATE LIQUOR #,2002 N BRAZOSPORT BLVD,FREEPORT,TX,775410000,4092335820,Package
SPECS #151,5930 W PARK #1400,PLANO,TX,75093,0,Package
PIZZA ITALIA,3023 THOUSAND OAKS STE101,SAN ANTONIO,TX,78247,2104948646,Package
H & M FOOD MARKET,3599 SPRING STUEBNER,SPRING,TX,77389,7133535894,Package
SPEC'S LIQUOR #29,10491 KUYKENDAHL,SPRING,TX,77381,2816819110,Package
HORIZON VISTA SUPERMARKETS,121 N KENAZO,HORIZON CITY,TX,79928,852229915,Package
SPEC'S WINES & SPIR #100,5219 DEZAVALA ROAD #100,SAN ANTONIO,TX,78249,2102253044,Package
WALGREENS #6857,950 STUDEMONT,HOUSTON,TX,77007,8473156803,Package
SPEC'S LIQUOR #52,3100 FM 528,WEBSTER,TX,77598,2816485473,Package
SPEC'S LIQUOR #40,4820 HWY 6 NORTH,HOUSTON,TX,77084,2816564100,Package
SPECS #155,1600 EASTCHASE PARKWAY,FORT WORTH,TX,76120,0,Package
FLOYDS CAJUN SEAFOOD,2290 IH-10 SOUTH,BEAUMONT,TX,77707,4098420686,Package
THE SHACK,16606 CYPRESS ROSEHILL RD,CYPRESS,TX,77429,8324053547,Package
WORLD MARKET #104,8700 PRESTON ROAD,PLANO,TX,750240000,0,Package
GOODY GOODY WHOLESALE,10741 KING WILLIAM DR,DALLAS,TX,752200000,0,Package
FOSSIL CREEK LIQUORS #6,304 SWISHER ROAD,LAKE DALLAS,TX,750650000,837394972,Package
SPECS #073,617 LAKE AIR DR,WACO,TX,767100000,0,Package
HEB #488 (PTLD),1600 WILDCAT DR,PORTLAND,TX,78374,643151361,Package
WORLD MARKET #205,6101 LONG PRAIRIE ROAD,FLOWER MOUND,TX,750280000,0,Package
H.E.B. #45/108,20935 HWY 281 NORTH,SAN ANTONIO,TX,78258,2104944208,Package
TWISTED SNIFTER,111 NORTH MAIN STREET,WEATHERFORD,TX,76086,550611817,Package
LAS COLINAS BEVERAGES,4000 N MACARTHUR,IRVING,TX,750380000,650050972,Package
SMOKERS' EXPRESS WINE & SPIRITS LLC,1050 N 16TH ST,ORANGE,TX,77630,8884335727,Package
COME AND TAKE IT,301 E LARKIN ST,ATHENS,TX,75751,264127903,Package
VANISHING POINT CAFE,2411 STRAND SUITE A,GALVESTON,TX,77550,3615822619,Package
COST PLUS WORLD MARKET #242,1450 TEXAS AVENUE SOUTH,COLLEGE STATION,TX,778420000,764141979,Package
METRO MARKET,645 E 11TH ST SUITE B,HOUSTON,TX,77008,7138022514,Package
SPECS #157,1453 COIT ROAD,PLANO,TX,750740000,932101972,Package
COOTER BROWN'S,202 CLEVELAND,WINFIELD,TX,75493,0,Package
TWIN LIQOURS #68,12955 HWY 281 NORTH,SAN ANTONIO,TX,78216,5122200700,Package
SPECS #095,1013 W UNIVERSITY AVE,GEORGETOWN,TX,78628,868669512,Package
CHEERS,2140 JUSTIN RD,HIGHLAND VILLAGE,TX,76210,317044972,Package
THE BREW HOUSE,5022 PINEMONT DRIVE,HOUSTON,TX,77092,8328049079,Package
BOB'S MEAT AND GROCERY,509 21ST,GALVESTON,TX,77550,4097622898,Package
RANDOLPH HOME AND GARDEN,BLDG 1038 3RD ST WEST,SAN ANTONIO,TX,78148,2105566881,Package
SPEC'S LIQUOR #14,7314 LOUETTA ROAD STE A1,SPRING,TX,77379,2813701986,Package
SPEC'S LIQUOR #28,1614 LOUETTA ROAD,SPRING,TX,77388,7135268787,Package
COST PLUS WORLD MARKET #257,1327 GEORGE DIETER C,EL PASO,TX,79936,633651915,Package
BUCKEYE LIQUOR #8,7610 GREENVILLE,DALLAS,TX,752310000,765687214,Package
242 EXPRESS MARKET,18991 HWY 242,CONROE,TX,77302,2816895766,Package
TEXAS BEVERAGES,1210 N LOOP 340,WACO,TX,76705,732606254,Package
TIME MART #22,21775 FM 1314,PORTER,TX,77365,8322876229,Package
HICKORY HOLLOW RESTAURANT,18535 FM 1488 STE 250,MAGNOLIA,TX,77354,2813567885,Package
SPIRITS LIQUOR CO.,2825 CANTON,DALLAS,TX,752260000,0,Package
SIGELS LIQUOR #03,506 S RIVERFRONT BLVD,DALLAS,TX,74502,350127214,Package
ESKIMO HUT,1609 N NAVARRO ST,VICTORIA,TX,77901,3615800488,Package
FAIRBANKS LIQUOR SELECTIO,12622 TELGE RD,CYPRESS,TX,77429,2812568858,Package
TWIN LIQUORS #07,1000 E 41 ST #810,AUSTIN,TX,787510000,442839512,Package
FRENCH QUARTER BAR & GRILL,500 SOUTH ST.  STE 1000,VIDOR,TX,77662,8884335727,Package
THE OLD CROW,1911 GREENVILLE AVE,DALLAS,TX,75206,828276214,Package
GOODY GOODY #18,4740 SW LOOP 820,FORT WORTH,TX,761090000,0,Package
PRILINA'S SHOP AND SAVE,"""1005 DONALDSON AVE """,SAN ANTONIO,TX,782285102,555121999,Package
BULVERDE BEVERAGE,2838 N LOOP 1604E,SAN ANTONIO,TX,78232,2103361352,Package
JAMAICA BEACH FOOD STORE,16603 SAN LUIS PASS ROAD,GALVESTON,TX,775540000,4097371142,Package
H.E.B. PANTRY #257,100 TRULY PLAZA,CLEVELAND,TX,773274889,2815920466,Package
I-10 ICE HOUSE,9518 CONSOLE,SAN ANTONIO,TX,78229,2106145200,Package
SARTINS WEST,1990 I-10 SOUTH,BEAUMONT,TX,77706,4098613474,Package
WACO BAR & SUPPLY,225 LA SALLE,WACO,TX,76706,754668254,Package
PIG LIQUORS,712 S SAINT MARYS STREET,SAN ANTONIO,TX,78205,2102266465,Package
GABRIELS OUTLET STORE #58 D58,4200 SOUTH IH 35 STE 100,SAN MARCOS,TX,786660000,754025512,Package
W.F.M. BEV. CORP. # 10134,4004 BELLAIRE,HOUSTON,TX,77025,7136674090,Package
SPEC'S WINES & SPIR #110,1723 LOOP 1604 NE STE.104,SAN ANTONIO,TX,78232,2102253044,Package
WURZBACH ICE HOUSE,10141 WURZBACH RD,SAN ANTONIO,TX,78230,2108772100,Package
TWIN LIQUORS #67,1200 LOWES BLVD,KILLEEN,TX,76542,442839512,Package
TWIN LIQUORS #50,5401 SOUTH FM 1626,KYLE,TX,78640,268570512,Package
FIESTA MART #18,8130 KIRBY,HOUSTON,TX,77054,7136669260,Package
MEDICINAL PURPOSES,712 7TH STREET,GALVESTON,TX,77550,8884335747,Package
TWIN LIQUORS #68,12955 HWY 281 NORTH,SAN ANTONIO,TX,78221,0,Package
COASTAL - MKT. PROMOTIONS,6702 BROADWAY,GALVESTON,TX,775500000,4097414400,Package
LOWES # 74 FOX PLAZA,5514 ALAMEDA,EL PASO,TX,79905,778474915,Package
HALLS WINE & SPIRITS,4200 GLADE ROAD,COLLEYVILLE,TX,760340000,267680817,Package
GOODY GOODY #3,7124 GREENVILLE AVE,DALLAS,TX,752310000,765687214,Package
SPEC'S LIQUOR #59,5818 MEMORIAL,HOUSTON,TX,77007,7138614161,Package
VIC'S LIQUOR,1500 RESEARCH FOREST 170,SPRING,TX,773817300,8322941446,Package
DON'S & BEN'S #40,1235 AUSTIN HWY STE 102,SAN ANTONIO,TX,78209,2108244586,Package
LOWE'S #113,702 HENDERSON,PALACIOS,TX,774650000,3619722534,Package
SPECS #094,655 SUNLAND PARK,EL PASO,TX,79912,0,Package
LOTSA LIQOURS,15136 SAN PEDRO AVE.,SAN ANTONIO,TX,78232,2108226101,Package
H.E.B. PANTRY #233,1616 N. ALABAMA,WHARTON,TX,774880000,9792822773,Package
WORLD MARKET #333,5229 ALPHA ROAD,DALLAS,TX,75240,788259972,Package
SPEC'S LIQUOR #24,1011 WESTHEIMER,HOUSTON,TX,77006,7138694361,Package
GOODY GOODY #12 HIGHLAND,1950 FM 407,HIGHLAND VILLAGE,TX,750770000,0,Package
SPEC'S WINE SPIRITS #101,5720 NEW TERRITORY BLVD,SUGAR LAND,TX,77479,2814910811,Package
NRH BEER & WINE,6705 MID CITIES BLVD,NORTH RICHLAND HILLS,TX,76182,656454817,Package
SPEC'S LIQUOR #35,2711 61ST ST,GALVESTON,TX,77550,4097446327,Package
PEARLAND EXPRESS,1802 PEARLAND PKWY,PEARLAND,TX,77581,8884335727,Package
WORLD MARKET #064,1201 N CENTRAL EXPWY,PLANO,TX,750750000,0,Package
SPEC'S #37 COLLEGE STATION,1729 S. TEXAS AVE,COLLEGE STATION,TX,77840,555121999,Package
SPIN N MARKET #07,308 N. WINFREE,DAYTON,TX,775350000,9362587187,Package
GULSHAN HANDI STOP #29,12340 W AIRPORT BLVD,STAFFORD,TX,77477,2815643198,Package
WHIP IN (AUSTIN),1950 IH 35 SOUTH,AUSTIN,TX,787040000,443533512,Package
GOODY GOODY #17  FW,6393 CAMP BOWIE BLVD,FORT WORTH,TX,761160000,765684214,Package
SPEC'S LIQUOR #49,12901 QUEENSBURY,HOUSTON,TX,77079,7134675515,Package
RICHARD'S LIQUOR #84,5630 RICHMOND AVENUE,HOUSTON,TX,77057,7137833344,Package
EXPRESSWAY FOOD MART #2,4201 N FRAZIER STREET,CONROE,TX,77303,9368563970,Package
METZLER'S,1117 E UNIVERSITY,DENTON,TX,76209,383198940,Package
SPECS #066,3550 S GENERAL BRUCE DR,TEMPLE,TX,765040000,771151254,Package
SPIRITS DEPOT,1551 SOUTH BECKLEY ROAD,GLENN HEIGHTS,TX,75154,642266214,Package
RED'S LIQUOR,804 W BROADWAY,BIG SANDY,TX,75755,636446903,Package
SPEC'S #93,280 HWY 290 W  STE F,BRENHAM,TX,77833,555121999,Package
NAVY EX.(C.C) (MIL),651 LEXINGTON N.A.S.,CORPUS CHRISTI,TX,78419,961216361,Package
THE CEDARS SOCIAL,1326 S LAMAR ST,DALLAS,TX,75215,555121999,Package
TWIN LIQUORS #12,900 E. PECAN ST.,PFLUGERVILLE,TX,78660,252970512,Package
SPECS #074,1305 SIDNEY BAKER F,KERRVILLE,TX,78028,0,Package
FB DALLAS PARTNERS,13755 DIPLOMAT DR STE 100,FARMERS BRANCH,TX,75234,943026972,Package
KINGS LIQUOR #3,2810 W BERRY STREET,FORT WORTH,TX,761092302,923373817,Package
PREVOS  JOSEPH,SALES REP,REGION I,TX,00000,7138694361,Package
TOULOUSE PETIT KITCHEN & LOUNGE,601 QUEEN ANNE AVE N,SEATTLE,WA,98109,2062278635,Package
CRAVING CAJUN GRILL,2915 COLBY AVE,EVERETT,WA,98201,4253742983,Package
NEW ORLEANS CREOLE REST,114 1ST AVE S,SEATTLE,WA,98104,2066222563,Package
LE BON TEMPS ROULER,4332 LEARY WAY NW,SEATTLE,WA,98107,2063517450,Package
LUCKY 8'S,1407 14TH AVE,SEATTLE,WA,98122,2063250888,Package
BANDITS,159 DENNY WAY STE 105,SEATTLE,WA,98109,2064435447,Package
TOTAL WINE & MORE #1401,699 120TH AVE NE #B,BELLEVUE,WA,980053009,9545512131,Package
TOTAL WINE & MORE #1403,9980 N NEWPORT HWY,SPOKANE,WA,99218,5094661644,Package
85TH MARKET,656 NW 85TH ST,SEATTLE,WA,98117,2065529545,Package
NORM'S MARKET,10027 LUNDEEN PKWY,LAKE STEVENS,WA,98258,4253344646,Package
TOTAL WINE & MORE #1405,2701 184TH ST SW STE 108,LYNNWOOD,WA,98037,9999999999,Package
99 BOTTLES,35002 PACIFIC HWY A102,FEDERAL WAY,WA,98003,2538382558,Package
BOTTLES,3319 N ARGONNE RD,SPOKANE,WA,99212,5094434027,Package
HIGHWAY 99,1414 ALASKAN WAY,SEATTLE,WA,98101,2063822171,Package
FULL THROTTLE,5909 AIRPORT WAY S,SEATTLE,WA,98108,2067632079,Package
LAST CHANCE CHILI,5606 1ST AVENUE S,SEATTLE,WA,98108,9999999999,Package
TRIPLE DOOR,1401 3RD AVE,SEATTLE,WA,98101,2068384433,Package
BEER JUNCTION  THE,4511 CALIFORNIA AVE SW,SEATTLE,WA,98116,2062346921,Package
TOTAL WINE & MORE #1402,300 ANDOVER PARK W,TUKWILA,WA,98188,2065756280,Package
ROANOKE PARK PLACE TAVERN,2409 10TH AVE E,SEATTLE,WA,98102,2063245882,Package
PLAZA SUPER JET,106 S OKANOGAN AVE,WENATCHEE,WA,98801,5096625410,Package
BEVM0! #140,10700 5TH AVE NE,SEATTLE,WA,98125,2063670911,Package
HIGHLINDER PUB & GRILL,3909 18TH AVE W,SEATTLE,WA,98119,2062833366,Package
MIX,6006 12TH AVE S,SEATTLE,WA,98108,2067670280,Package
COST PLUS #157 WB9,13990 NE MILL PLACE,WOODINVILLE,WA,98072,4254243214,Package
BIG STAR BEER MKT,1117-1119 N NORTHGATE WAY,SEATTLE,WA,98122,2067290797,Package
COST PLUS #072 WB9,2103 WESTERN AVE,SEATTLE,WA,98121,2064431055,Package
COST PLUS #197 WB9,7214 170TH AVE #A-1,REDMOND,WA,98052,4258838863,Package
COST PLUS,18205 ALDERWOOD MALL BLVD,LYNNWOOD,WA,98037,4257748892,Package
BEVMO! #157,2180 148TH AVE NE,REDMOND,WA,98052,9256096083,Package
BEVMO! #146,17197 SOUTHCENTER PKWY,TUKWILA,WA,98188,9256096000,Package
HUCKLEBERRYS NATURAL MKT,926 S MONROE,SPOKANE,WA,99204,5096241349,Package
CAPCO BEVERAGES,4100 SW ALASKA ST STE B..,SEATTLE,WA,98116,2069236720,Package
FIVE SPOT,1502 QUEEN AVE N,SEATTLE,WA,98109,2062857768,Package
WHISTLE STOP,5626 134TH PLACE SE,EVERETT,WA,98208,4253376533,Package
ALPINE LIQUOR (OREGON),905 N MAIN ST,OREGON,WI,53575,6082910490,Package
VIKING EXPRESS MARKET,935 8TH STREET,BARABOO,WI,53913,6083567373,Package
WAL-MART #2532,2785 MILWAUKEE ROAD,BELOIT,WI,53511,6083620057,Package
LOGLI,1500 CRESTON ROAD,JANESVILLE,WI,53545,6087555805,Package
WOODMAN'S #16,3817 MILWAUKEE STREET,MADISON,WI,53714,6082440818,Package
PIERCE'S WEST BARABOO,615 HWY 136,BARABOO,WI,53913,6083566671,Package
BAYOU  THE,117 S BUTLER ST,MADISON,WI,53704,6082949404,Package
WOODMAN'S #31,1099 S GRAND AVE,SUN PRAIRIE,WI,53590,6088251511,Package
HY-VEE #1392 (WEST),675 S WHITNEY WAY,MADISON,WI,53711,6082776735,Package
VIKING VILLAGE LIQUOR,1625 EAST MAIN ST,REEDSBURG,WI,53959,6085246108,Package
HY-VEE #1391 (EAST),3801 E WASHINGTON AVE,MADISON,WI,53704,16082444696,Package
WAL-MART #1305,3800 DEERFIELD DRIVE,JANESVILLE,WI,53545,6087547800,Package
VINTAGE LIQUORS,1527 STATE HWY 14,BLACK EARTH,WI,53515,6087672767,Package
PIGGLY WIGGLY 106,621 HWY 51 N,POYNETTE,WI,53955,6086352647,Package
